FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,SCOPCLA,TP,CL,CF,SF,FA,len,counts
8020674.0,7ACN,A:2-528,P16276,29-555,8033054.0,7ACN,A:2-528,P16276,29-555,"TP=1,CL=1000002,CF=2000932,SF=3001516,FA=4000810",1.0,1000002.0,2000932.0,3001516.0,4000810.0,527.0,4
8020684.0,1ACO,A:2-528,P20004,29-555,8033064.0,1ACO,A:2-528,P20004,29-555,"TP=1,CL=1000002,CF=2000932,SF=3001516,FA=4000810",1.0,1000002.0,2000932.0,3001516.0,4000810.0,527.0,4
8025218.0,2B3Y,A:2-630,P21399,2-630,8037597.0,2B3Y,A:2-630,P21399,2-630,"TP=1,CL=1000002,CF=2000932,SF=3001516,FA=4000810",1.0,1000002.0,2000932.0,3001516.0,4000810.0,629.0,4
8028710.0,1L5J,A:373-862,P36683,373-862,8041089.0,1L5J,A:373-862,P36683,373-862,"TP=1,CL=1000002,CF=2000932,SF=3001516,FA=4000810",1.0,1000002.0,2000932.0,3001516.0,4000810.0,490.0,4
8027166.0,1DIP,A:1-77,P80220,1-77,8039545.0,1DIP,A:1-77,P80220,1-77,"TP=3,CL=1000000,CF=2000962,SF=3001517,FA=4003800",3.0,1000000.0,2000962.0,3001517.0,4003800.0,77.0,1
8004000.0,2V64,A:2-205,Q13257,2-205,8004003.0,2V64,A:16-159,Q13257,16-159,"TP=1,CL=1000003,CF=2000132,SF=3000150,FA=4000363",1.0,1000003.0,2000132.0,3000150.0,4000363.0,204.0,4
8004012.0,2QYF,D:54-273,Q15013,54-273,8004013.0,2QYF,D:65-218,Q15013,65-218,"TP=1,CL=1000003,CF=2000132,SF=3000150,FA=4000364",1.0,1000003.0,2000132.0,3000150.0,4000364.0,186.0,4
8058133.0,3ABD,B:10-211,Q9UI95,10-211,8058134.0,3ABD,B:15-153,Q9UI95,15-153,"TP=1,CL=1000003,CF=2000132,SF=3000150,FA=4000363",1.0,1000003.0,2000132.0,3000150.0,4000363.0,195.0,4
8089233.0,4FJO,C:1-210,Q9D752,1-210,8089234.0,4FJO,C:1-210,Q9D752,1-210,"TP=1,CL=1000003,CF=2000132,SF=3000150,FA=4000363",1.0,1000003.0,2000132.0,3000150.0,4000363.0,210.0,4
8004092.0,1DCQ,A:247-366,Q7SIG6,422-541,8004093.0,1DCQ,A:260-303,Q7SIG6,435-478,"TP=1,CL=1000004,CF=2000049,SF=3000151,FA=4000368",1.0,1000004.0,2000049.0,3000151.0,4000368.0,120.0,2
8030389.0,1U5K,A:81-237,Q9RW50,81-237,8042768.0,1U5K,A:148-183,Q9RW50,148-183,"TP=1,CL=1000004,CF=2000049,SF=3000151,FA=4003939",1.0,1000004.0,2000049.0,3000151.0,4003939.0,157.0,2
8021633.0,1OED,A:211-437,P02711,235-461,8034013.0,1OED,A:211-437,P02711,235-461,"TP=2,CL=1000000,CF=2000933,SF=3001518,FA=4003801",2.0,1000000.0,2000933.0,3001518.0,4003801.0,127.0,4
8021634.0,1OED,B:217-466,P02712,241-490,8034014.0,1OED,B:217-466,P02712,241-490,"TP=2,CL=1000000,CF=2000933,SF=3001518,FA=4003801",2.0,1000000.0,2000933.0,3001518.0,4003801.0,127.0,4
8021636.0,1OED,C:225-484,P02718,246-505,8034016.0,1OED,C:225-484,P02718,246-505,"TP=2,CL=1000000,CF=2000933,SF=3001518,FA=4003801",2.0,1000000.0,2000933.0,3001518.0,4003801.0,127.0,4
8021640.0,1OED,E:219-478,P02714,236-495,8034020.0,1OED,E:219-478,P02714,236-495,"TP=2,CL=1000000,CF=2000933,SF=3001518,FA=4003801",2.0,1000000.0,2000933.0,3001518.0,4003801.0,128.0,4
8031506.0,2PK8,A:2-95,Q8U2E0,2-95,8043884.0,2PK8,A:2-95,Q8U2E0,2-95,"TP=1,CL=1000003,CF=2000935,SF=3001520,FA=4002633",1.0,1000003.0,2000935.0,3001520.0,4002633.0,94.0,1
8024901.0,1EL6,A:12-219,P10929,12-219,8037280.0,1EL6,A:12-219,P10929,12-219,"TP=1,CL=1000003,CF=2000934,SF=3001519,FA=4002631",1.0,1000003.0,2000934.0,3001519.0,4002631.0,208.0,1
8004056.0,1LM5,B:2613-2808,P15924,2613-2808,8004058.0,1LM5,B:2613-2808,P15924,2613-2808,"TP=1,CL=1000003,CF=2000134,SF=3000152,FA=4000365",1.0,1000003.0,2000134.0,3000152.0,4000365.0,193.0,4
8004067.0,1LM7,A:2256-2448,P15924,2256-2448,8057702.0,1LM7,A:2256-2448,P15924,2256-2448,"TP=1,CL=1000003,CF=2000134,SF=3000152,FA=4000365",1.0,1000003.0,2000134.0,3000152.0,4000365.0,193.0,4
8077740.0,2N03,A:4403-4606,Q15149,4403-4606,8077741.0,2N03,A:4403-4606,Q15149,4403-4606,"TP=1,CL=1000003,CF=2000134,SF=3000152,FA=4000365",1.0,1000003.0,2000134.0,3000152.0,4000365.0,204.0,4
8077742.0,4QMD,A:1822-2014,Q92817,1822-2014,8077743.0,4QMD,A:1822-2014,Q92817,1822-2014,"TP=1,CL=1000003,CF=2000134,SF=3000152,FA=4000365",1.0,1000003.0,2000134.0,3000152.0,4000365.0,193.0,4
8021705.0,2GNX,A:123-294,Q6P1I3,123-294,8034085.0,2GNX,A:123-294,Q6P1I3,123-294,"TP=1,CL=1000000,CF=2000907,SF=3001521,FA=4001415",1.0,1000000.0,2000907.0,3001521.0,4001415.0,142.0,1
8027168.0,1G1J,A:95-137,P04512,95-137,8039547.0,1G1J,A:95-137,P04512,95-137,"TP=3,CL=1000000,CF=2000962,SF=3001522,FA=4003803",3.0,1000000.0,2000962.0,3001522.0,4003803.0,42.0,6
8028925.0,1LJ2,A:207-312,P03536,207-312,8041304.0,1LJ2,A:207-312,P03536,207-312,"TP=3,CL=1000000,CF=2000962,SF=3001522,FA=4002960",3.0,1000000.0,2000962.0,3001522.0,4002960.0,106.0,6
8072076.0,5Y9R,D:95-138,Q6QT01,95-138,8072077.0,5Y9R,D:95-138,Q6QT01,95-138,"TP=3,CL=1000000,CF=2000962,SF=3001522,FA=4003803",3.0,1000000.0,2000962.0,3001522.0,4003803.0,44.0,6
8072078.0,5Y2E,D:95-139,P08434,95-139,8072079.0,5Y2E,D:95-139,P08434,95-139,"TP=3,CL=1000000,CF=2000962,SF=3001522,FA=4003803",3.0,1000000.0,2000962.0,3001522.0,4003803.0,45.0,6
8072080.0,2O1J,A:95-138,Q9PYC1,95-138,8072081.0,2O1J,A:95-138,Q9PYC1,95-138,"TP=3,CL=1000000,CF=2000962,SF=3001522,FA=4003803",3.0,1000000.0,2000962.0,3001522.0,4003803.0,44.0,6
8072082.0,3MIW,G:95-134,Q82035,95-134,8072083.0,3MIW,G:95-134,Q82035,95-134,"TP=3,CL=1000000,CF=2000962,SF=3001522,FA=4003803",3.0,1000000.0,2000962.0,3001522.0,4003803.0,40.0,6
8020379.0,2AXT,L:1-37,Q8DIN8,1-37,8032759.0,2AXT,L:1-37,Q8DIN8,1-37,"TP=2,CL=1000000,CF=2000395,SF=3001523,FA=4002634",2.0,1000000.0,2000395.0,3001523.0,4002634.0,37.0,8
8093611.0,6JLL,L:1-37,P12241,1-37,8093612.0,6JLL,L:1-37,P12241,1-37,"TP=2,CL=1000000,CF=2000395,SF=3001523,FA=4002634",2.0,1000000.0,2000395.0,3001523.0,4002634.0,37.0,8
8094508.0,6KAF,L:2-38,P32974,2-38,8094509.0,6KAF,L:2-38,P32974,2-38,"TP=2,CL=1000000,CF=2000395,SF=3001523,FA=4002634",2.0,1000000.0,2000395.0,3001523.0,4002634.0,37.0,8
8098787.0,5MDX,l:3-38,P60129,3-38,8098788.0,5MDX,l:3-38,P60129,3-38,"TP=2,CL=1000000,CF=2000395,SF=3001523,FA=4002634",2.0,1000000.0,2000395.0,3001523.0,4002634.0,36.0,8
8098789.0,5XNL,L:2-38,P60147,2-38,8098790.0,5XNL,L:2-38,P60147,2-38,"TP=2,CL=1000000,CF=2000395,SF=3001523,FA=4002634",2.0,1000000.0,2000395.0,3001523.0,4002634.0,37.0,8
8098791.0,3JCU,l:2-38,P60150,2-38,8098792.0,3JCU,l:2-38,P60150,2-38,"TP=2,CL=1000000,CF=2000395,SF=3001523,FA=4002634",2.0,1000000.0,2000395.0,3001523.0,4002634.0,37.0,8
8099537.0,6WJ6,L:9-39,Q55354,9-39,8099538.0,6WJ6,L:9-39,Q55354,9-39,"TP=2,CL=1000000,CF=2000395,SF=3001523,FA=4002634",2.0,1000000.0,2000395.0,3001523.0,4002634.0,31.0,8
8106841.0,7VD5,l:1-38,A0A679C262,1-38,8106842.0,7VD5,l:1-38,A0A679C262,1-38,"TP=2,CL=1000000,CF=2000395,SF=3001523,FA=4002634",2.0,1000000.0,2000395.0,3001523.0,4002634.0,38.0,8
8020362.0,1EK8,A:1-185,P0A805,1-185,8032742.0,1EK8,A:1-185,P0A805,1-185,"TP=1,CL=1000003,CF=2000125,SF=3001524,FA=4001418",1.0,1000003.0,2000125.0,3001524.0,4001418.0,185.0,10
8020395.0,1GE9,A:1-184,O66928,1-184,8032775.0,1GE9,A:1-184,O66928,1-184,"TP=1,CL=1000003,CF=2000125,SF=3001524,FA=4001418",1.0,1000003.0,2000125.0,3001524.0,4001418.0,184.0,10
8020978.0,1WQG,A:2-184,P9WGY1,2-184,8033358.0,1WQG,A:2-184,P9WGY1,2-184,"TP=1,CL=1000003,CF=2000125,SF=3001524,FA=4001418",1.0,1000003.0,2000125.0,3001524.0,4001418.0,183.0,10
8023365.0,1DD5,A:2-185,Q9X1B9,2-185,8035745.0,1DD5,A:2-185,Q9X1B9,2-185,"TP=1,CL=1000003,CF=2000125,SF=3001524,FA=4001418",1.0,1000003.0,2000125.0,3001524.0,4001418.0,184.0,10
8023369.0,1EH1,A:1-185,Q9WX76,1-185,8035749.0,1EH1,A:1-185,Q9WX76,1-185,"TP=1,CL=1000003,CF=2000125,SF=3001524,FA=4001418",1.0,1000003.0,2000125.0,3001524.0,4001418.0,185.0,10
8031196.0,1WIH,A:8-78,Q9D6S7,116-186,8043574.0,1WIH,A:8-78,Q9D6S7,116-186,"TP=1,CL=1000003,CF=2000125,SF=3001524,FA=4001418",1.0,1000003.0,2000125.0,3001524.0,4001418.0,71.0,10
8032177.0,1IS1,A:1-185,Q8GRF5,1-185,8044555.0,1IS1,A:1-185,Q8GRF5,1-185,"TP=1,CL=1000003,CF=2000125,SF=3001524,FA=4001418",1.0,1000003.0,2000125.0,3001524.0,4001418.0,185.0,10
8066614.0,4GFQ,A:1-185,Q81WL1,1-185,8066615.0,4GFQ,A:1-185,Q81WL1,1-185,"TP=1,CL=1000003,CF=2000125,SF=3001524,FA=4001418",1.0,1000003.0,2000125.0,3001524.0,4001418.0,185.0,10
8094191.0,6VUD,A:1-185,Q2GHJ5,1-185,8094192.0,6VUD,A:1-185,Q2GHJ5,1-185,"TP=1,CL=1000003,CF=2000125,SF=3001524,FA=4001418",1.0,1000003.0,2000125.0,3001524.0,4001418.0,185.0,10
8100391.0,6NU2,z:59-262,Q96E11,59-262,8100392.0,6NU2,z:59-262,Q96E11,59-262,"TP=1,CL=1000003,CF=2000125,SF=3001524,FA=4001418",1.0,1000003.0,2000125.0,3001524.0,4001418.0,204.0,10
8029283.0,1SQU,A:1-152,Q9X1V3,1-152,8041662.0,1SQU,A:1-152,Q9X1V3,1-152,"TP=1,CL=1000003,CF=2000938,SF=3001525,FA=4001417",1.0,1000003.0,2000938.0,3001525.0,4001417.0,152.0,10
8031592.0,1XKR,A:1-204,Q9X006,1-204,8043970.0,1XKR,A:1-204,Q9X006,1-204,"TP=1,CL=1000003,CF=2000938,SF=3001525,FA=4001417",1.0,1000003.0,2000938.0,3001525.0,4001417.0,204.0,10
8089461.0,4HYN,B:24-220,G4FDE4,24-220,8089462.0,4HYN,B:24-220,G4FDE4,24-220,"TP=1,CL=1000003,CF=2000938,SF=3001525,FA=4001417",1.0,1000003.0,2000938.0,3001525.0,4001417.0,186.0,10
8089549.0,3HZH,B:2-159,O51614,2-159,8089550.0,3HZH,B:2-159,O51614,2-159,"TP=1,CL=1000003,CF=2000938,SF=3001525,FA=4001417",1.0,1000003.0,2000938.0,3001525.0,4001417.0,149.0,10
8049107.0,3QTA,B:1-198,Q5V4K4,1-198,8091079.0,3QTA,B:1-198,Q5V4K4,1-198,"TP=1,CL=1000003,CF=2000938,SF=3001525,FA=4001417",1.0,1000003.0,2000938.0,3001525.0,4001417.0,192.0,10
8049108.0,3HM4,B:6-155,Q316R4,6-155,8091080.0,3HM4,B:6-155,Q316R4,6-155,"TP=1,CL=1000003,CF=2000938,SF=3001525,FA=4001417",1.0,1000003.0,2000938.0,3001525.0,4001417.0,144.0,10
8049109.0,3H4Y,A:2-155,Q72FB2,2-155,8091081.0,3H4Y,A:2-155,Q72FB2,2-155,"TP=1,CL=1000003,CF=2000938,SF=3001525,FA=4001417",1.0,1000003.0,2000938.0,3001525.0,4001417.0,147.0,10
8049110.0,3IIC,A:1-154,A3QI43,1-154,8091082.0,3IIC,A:1-154,A3QI43,1-154,"TP=1,CL=1000003,CF=2000938,SF=3001525,FA=4001417",1.0,1000003.0,2000938.0,3001525.0,4001417.0,145.0,10
8049111.0,3H2D,A:1-153,Q8EAI7,1-153,8091083.0,3H2D,A:1-153,Q8EAI7,1-153,"TP=1,CL=1000003,CF=2000938,SF=3001525,FA=4001417",1.0,1000003.0,2000938.0,3001525.0,4001417.0,144.0,10
8102320.0,6VPW,A:3-153,A0A3Q0L3P3,3-153,8102321.0,6VPW,A:3-153,A0A3Q0L3P3,3-153,"TP=1,CL=1000003,CF=2000938,SF=3001525,FA=4001417",1.0,1000003.0,2000938.0,3001525.0,4001417.0,151.0,10
8024562.0,2RL8,B:4-154,P11456,32-182,8036941.0,2RL8,B:4-154,P11456,32-182,"TP=1,CL=1000001,CF=2000936,SF=3001527,FA=4002635",1.0,1000001.0,2000936.0,3001527.0,4002635.0,151.0,8
8026079.0,1Q25,A:7-129,P08169,51-173,8038458.0,1Q25,A:7-129,P08169,51-173,"TP=1,CL=1000001,CF=2000936,SF=3001527,FA=4002635",1.0,1000001.0,2000936.0,3001527.0,4002635.0,123.0,8
8026080.0,1Q25,A:130-280,P08169,174-324,8038459.0,1Q25,A:130-280,P08169,174-324,"TP=1,CL=1000001,CF=2000936,SF=3001527,FA=4002635",1.0,1000001.0,2000936.0,3001527.0,4002635.0,151.0,8
8026082.0,1Q25,A:281-432,P08169,325-476,8038461.0,1Q25,A:281-432,P08169,325-476,"TP=1,CL=1000001,CF=2000936,SF=3001527,FA=4002635",1.0,1000001.0,2000936.0,3001527.0,4002635.0,152.0,8
8026388.0,1GP0,A:1515-1647,P11717,1515-1647,8038767.0,1GP0,A:1515-1647,P11717,1515-1647,"TP=1,CL=1000001,CF=2000936,SF=3001527,FA=4002635",1.0,1000001.0,2000936.0,3001527.0,4002635.0,133.0,8
8076874.0,2L2G,A:1524-1666,F6SWY2,1529-1671,8076875.0,2L2G,A:1524-1666,F6SWY2,1529-1671,"TP=1,CL=1000001,CF=2000936,SF=3001527,FA=4002635",1.0,1000001.0,2000936.0,3001527.0,4002635.0,143.0,8
8076876.0,2LLA,A:1490-1628,Q95LC7,1490-1628,8076877.0,2LLA,A:1490-1628,Q95LC7,1490-1628,"TP=1,CL=1000001,CF=2000936,SF=3001527,FA=4002635",1.0,1000001.0,2000936.0,3001527.0,4002635.0,139.0,8
8076878.0,2L21,A:1885-2030,F1NVD2,1547-1692,8076879.0,2L21,A:1885-2030,F1NVD2,1547-1692,"TP=1,CL=1000001,CF=2000936,SF=3001527,FA=4002635",1.0,1000001.0,2000936.0,3001527.0,4002635.0,146.0,8
8023286.0,2PIF,A:7-262,Q87UC6,7-262,8035666.0,2PIF,A:7-262,Q87UC6,7-262,"TP=1,CL=1000003,CF=2000942,SF=3001531,FA=4002639",1.0,1000003.0,2000942.0,3001531.0,4002639.0,244.0,2
8087039.0,3DB9,A:11-266,Q8U919,11-266,8087040.0,3DB9,A:11-266,Q8U919,11-266,"TP=1,CL=1000003,CF=2000942,SF=3001531,FA=4002639",1.0,1000003.0,2000942.0,3001531.0,4002639.0,235.0,2
8020680.0,3PMG,A:1-190,P00949,2-191,8033060.0,3PMG,A:1-190,P00949,2-191,"TP=1,CL=1000002,CF=2000940,SF=3001532,FA=4000812",1.0,1000002.0,2000940.0,3001532.0,4000812.0,189.0,9
8020682.0,3PMG,A:304-420,P00949,305-421,8033062.0,3PMG,A:304-420,P00949,305-421,"TP=1,CL=1000002,CF=2000940,SF=3001532,FA=4000812",1.0,1000002.0,2000940.0,3001532.0,4000812.0,117.0,9
8020683.0,3PMG,A:191-303,P00949,192-304,8033063.0,3PMG,A:191-303,P00949,192-304,"TP=1,CL=1000002,CF=2000940,SF=3001532,FA=4000812",1.0,1000002.0,2000940.0,3001532.0,4000812.0,113.0,9
8025798.0,1KFQ,A:2-205,P47244,2-205,8038177.0,1KFQ,A:2-205,P47244,2-205,"TP=1,CL=1000002,CF=2000940,SF=3001532,FA=4000812",1.0,1000002.0,2000940.0,3001532.0,4000812.0,204.0,9
8025801.0,1KFQ,A:206-323,P47244,206-323,8038180.0,1KFQ,A:206-323,P47244,206-323,"TP=1,CL=1000002,CF=2000940,SF=3001532,FA=4000812",1.0,1000002.0,2000940.0,3001532.0,4000812.0,118.0,9
8025803.0,1KFQ,A:324-443,P47244,324-443,8038182.0,1KFQ,A:324-443,P47244,324-443,"TP=1,CL=1000002,CF=2000940,SF=3001532,FA=4000812",1.0,1000002.0,2000940.0,3001532.0,4000812.0,120.0,9
8025860.0,1P5D,X:9-154,P26276,9-154,8038239.0,1P5D,X:9-154,P26276,9-154,"TP=1,CL=1000002,CF=2000940,SF=3001532,FA=4000812",1.0,1000002.0,2000940.0,3001532.0,4000812.0,145.0,9
8025861.0,1P5D,X:155-258,P26276,155-258,8038240.0,1P5D,X:155-258,P26276,155-258,"TP=1,CL=1000002,CF=2000940,SF=3001532,FA=4000812",1.0,1000002.0,2000940.0,3001532.0,4000812.0,104.0,9
8025862.0,1P5D,X:259-367,P26276,259-367,8038241.0,1P5D,X:259-367,P26276,259-367,"TP=1,CL=1000002,CF=2000940,SF=3001532,FA=4000812",1.0,1000002.0,2000940.0,3001532.0,4000812.0,109.0,9
8026979.0,1F81,A:1-86,P45481,1764-1849,8039358.0,1F81,A:1-86,P45481,1764-1849,"TP=1,CL=1000004,CF=2000941,SF=3001533,FA=4003805",1.0,1000004.0,2000941.0,3001533.0,4003805.0,86.0,3
8028075.0,1R8U,B:340-439,P45481,340-439,8040454.0,1R8U,B:340-439,P45481,340-439,"TP=1,CL=1000004,CF=2000941,SF=3001533,FA=4003805",1.0,1000004.0,2000941.0,3001533.0,4003805.0,100.0,3
8081307.0,3P57,P:4-113,Q09472,1726-1835,8081308.0,3P57,P:4-113,Q09472,1726-1835,"TP=1,CL=1000004,CF=2000941,SF=3001533,FA=4003805",1.0,1000004.0,2000941.0,3001533.0,4003805.0,103.0,3
8020375.0,2AXT,J:7-40,P59087,7-40,8032755.0,2AXT,J:7-40,P59087,7-40,"TP=2,CL=1000000,CF=2000395,SF=3001534,FA=4002642",2.0,1000000.0,2000395.0,3001534.0,4002642.0,34.0,7
8094936.0,6KAC,j:7-42,O19930,7-42,8094937.0,6KAC,j:7-42,O19930,7-42,"TP=2,CL=1000000,CF=2000395,SF=3001534,FA=4002642",2.0,1000000.0,2000395.0,3001534.0,4002642.0,36.0,7
8098499.0,5XNL,j:6-40,P13555,6-40,8098500.0,5XNL,j:6-40,P13555,6-40,"TP=2,CL=1000000,CF=2000395,SF=3001534,FA=4002642",2.0,1000000.0,2000395.0,3001534.0,4002642.0,35.0,7
8099969.0,5B66,j:1-40,Q7DGD4,1-40,8099970.0,5B66,j:1-40,Q7DGD4,1-40,"TP=2,CL=1000000,CF=2000395,SF=3001534,FA=4002642",2.0,1000000.0,2000395.0,3001534.0,4002642.0,40.0,7
8100585.0,3JCU,j:6-39,Q9M3L2,6-39,8100586.0,3JCU,j:6-39,Q9M3L2,6-39,"TP=2,CL=1000000,CF=2000395,SF=3001534,FA=4002642",2.0,1000000.0,2000395.0,3001534.0,4002642.0,34.0,7
8106243.0,7RCV,j:1-39,P73070,1-39,8106244.0,7RCV,j:1-39,P73070,1-39,"TP=2,CL=1000000,CF=2000395,SF=3001534,FA=4002642",2.0,1000000.0,2000395.0,3001534.0,4002642.0,38.0,7
8106843.0,7VD5,j:6-39,A0A679C298,6-39,8106844.0,7VD5,j:6-39,A0A679C298,6-39,"TP=2,CL=1000000,CF=2000395,SF=3001534,FA=4002642",2.0,1000000.0,2000395.0,3001534.0,4002642.0,34.0,7
8023056.0,2P6V,A:582-678,O00268,583-679,8035436.0,2P6V,A:582-678,O00268,583-679,"TP=1,CL=1000000,CF=2000943,SF=3001535,FA=4001422",1.0,1000000.0,2000943.0,3001535.0,4001422.0,89.0,3
8023520.0,2PP4,A:119-225,Q06455,119-225,8035900.0,2PP4,A:119-225,Q06455,119-225,"TP=1,CL=1000000,CF=2000943,SF=3001535,FA=4001422",1.0,1000000.0,2000943.0,3001535.0,4001422.0,107.0,3
8061472.0,5ECJ,A:199-288,O70374,98-187,8061473.0,5ECJ,A:199-288,O70374,98-187,"TP=1,CL=1000000,CF=2000943,SF=3001535,FA=4001422",1.0,1000000.0,2000943.0,3001535.0,4001422.0,90.0,3
8004490.0,2OGF,A:2-120,Q57851,2-120,8004491.0,2OGF,A:2-120,Q57851,2-120,"TP=1,CL=1000003,CF=2000163,SF=3000167,FA=4000388",1.0,1000003.0,2000163.0,3000167.0,4000388.0,116.0,3
8030325.0,2IEC,A:11-123,Q8TX89,7-119,8042704.0,2IEC,A:11-123,Q8TX89,7-119,"TP=1,CL=1000003,CF=2000163,SF=3000167,FA=4000388",1.0,1000003.0,2000163.0,3000167.0,4000388.0,113.0,3
8089686.0,2I52,A:2-120,Q6L2J9,2-120,8089687.0,2I52,A:2-120,Q6L2J9,2-120,"TP=1,CL=1000003,CF=2000163,SF=3000167,FA=4000388",1.0,1000003.0,2000163.0,3000167.0,4000388.0,113.0,3
8027169.0,1EZJ,A:2-115,P04859,320-433,8039548.0,1EZJ,A:2-115,P04859,320-433,"TP=3,CL=1000000,CF=2000962,SF=3001536,FA=4003806",3.0,1000000.0,2000962.0,3001536.0,4003806.0,114.0,1
8025606.0,1OLM,E:275-393,O76054,275-393,8037985.0,1OLM,E:275-393,O76054,275-393,"TP=1,CL=1000001,CF=2000944,SF=3001537,FA=4000814",1.0,1000001.0,2000944.0,3001537.0,4000814.0,119.0,1
8025157.0,2B1Y,A:4-104,A9CIG4,4-104,8037536.0,2B1Y,A:4-104,A9CIG4,4-104,"TP=1,CL=1000001,CF=2001242,SF=3000170,FA=4001626",1.0,1000001.0,2001242.0,3000170.0,4001626.0,98.0,1
8004507.0,3RFY,A:114-220,Q9SSA5,114-220,8004508.0,3RFY,A:114-220,Q9SSA5,114-220,"TP=1,CL=1000000,CF=2000080,SF=3000169,FA=4000391",1.0,1000000.0,2000080.0,3000169.0,4000391.0,107.0,3
8004512.0,1NZE,A:38-149,P12301,121-232,8004513.0,1NZE,A:38-149,P12301,121-232,"TP=1,CL=1000000,CF=2000080,SF=3000169,FA=4000391",1.0,1000000.0,2000080.0,3000169.0,4000391.0,112.0,3
8100021.0,5XNL,q:20-148,Q7Y1T5,106-234,8100022.0,5XNL,q:20-148,Q7Y1T5,106-234,"TP=1,CL=1000000,CF=2000080,SF=3000169,FA=4000391",1.0,1000000.0,2000080.0,3000169.0,4000391.0,129.0,3
8028299.0,1U2M,C:21-161,P0AEU7,21-161,8040678.0,1U2M,C:21-161,P0AEU7,21-161,"TP=1,CL=1000003,CF=2000166,SF=3000171,FA=4003018",1.0,1000003.0,2000166.0,3000171.0,4003018.0,136.0,1
8020832.0,1WPU,A:5-148,P10943,5-148,8033212.0,1WPU,A:5-148,P10943,5-148,"TP=1,CL=1000003,CF=2000945,SF=3001538,FA=4002646",1.0,1000003.0,2000945.0,3001538.0,4002646.0,144.0,2
8076681.0,4OK9,A:4-149,A4IK89,4-149,8076682.0,4OK9,A:4-149,A4IK89,4-149,"TP=1,CL=1000003,CF=2000945,SF=3001538,FA=4002646",1.0,1000003.0,2000945.0,3001538.0,4002646.0,146.0,2
8029328.0,1UC2,A:17-481,O59245,406-871,8041707.0,1UC2,A:17-481,O59245,406-871,"TP=1,CL=1000003,CF=2000167,SF=3000172,FA=4001638",1.0,1000003.0,2000167.0,3000172.0,4001638.0,465.0,1
8027960.0,2EYQ,A:990-1147,P30958,990-1147,8040339.0,2EYQ,A:990-1147,P30958,990-1147,"TP=1,CL=1000003,CF=2000946,SF=3001539,FA=4003810",1.0,1000003.0,2000946.0,3001539.0,4003810.0,158.0,1
8020777.0,1HC7,A:404-477,Q5SM28,404-477,8033157.0,1HC7,A:404-477,Q5SM28,404-477,"TP=1,CL=1000003,CF=2000950,SF=3001540,FA=4003809",1.0,1000003.0,2000950.0,3001540.0,4003809.0,74.0,3
8020971.0,1NJ1,A:411-481,1NJ1_A,393-463,8033351.0,1NJ1,A:411-481,1NJ1_A,393-463,"TP=1,CL=1000003,CF=2000950,SF=3001540,FA=4003809",1.0,1000003.0,2000950.0,3001540.0,4003809.0,71.0,3
8020983.0,1NJ8,A:394-455,Q58635,394-455,8033363.0,1NJ8,A:394-455,Q58635,394-455,"TP=1,CL=1000003,CF=2000950,SF=3001540,FA=4003809",1.0,1000003.0,2000950.0,3001540.0,4003809.0,62.0,3
8021004.0,1NJH,A:1-116,O31858,1-116,8033384.0,1NJH,A:1-116,O31858,1-116,"TP=1,CL=1000001,CF=2000168,SF=3000173,FA=4000394",1.0,1000001.0,2000168.0,3000173.0,4000394.0,103.0,1
8027431.0,1Q7F,A:759-1037,Q8MQJ9,759-1037,8039810.0,1Q7F,A:759-1037,Q8MQJ9,759-1037,"TP=1,CL=1000001,CF=2000982,SF=3000174,FA=4000932",1.0,1000001.0,2000982.0,3000174.0,4000932.0,279.0,4
8028666.0,1RWI,A:11-262,P9WI79,413-664,8041045.0,1RWI,A:11-262,P9WI79,413-664,"TP=1,CL=1000001,CF=2000982,SF=3000174,FA=4000932",1.0,1000001.0,2000982.0,3000174.0,4000932.0,248.0,4
8099977.0,6D69,A:1062-1353,Q7JUV6,1062-1353,8099978.0,6D69,A:1062-1353,Q7JUV6,1062-1353,"TP=1,CL=1000001,CF=2000982,SF=3000174,FA=4000932",1.0,1000001.0,2000982.0,3000174.0,4000932.0,292.0,4
8101893.0,6XG7,A:1066-1353,B7YZK8,1230-1517,8101894.0,6XG7,A:1066-1353,B7YZK8,1230-1517,"TP=1,CL=1000001,CF=2000982,SF=3000174,FA=4000932",1.0,1000001.0,2000982.0,3000174.0,4000932.0,287.0,4
8025100.0,1JYO,E:36-137,P74873,36-137,8037479.0,1JYO,E:36-137,P74873,36-137,"TP=1,CL=1000003,CF=2000947,SF=3001542,FA=4003571",1.0,1000003.0,2000947.0,3001542.0,4003571.0,102.0,7
8029132.0,2FYU,I:1-57,P13272,1-57,8041511.0,2FYU,I:1-57,P13272,1-57,"TP=1,CL=1000003,CF=2000947,SF=3001542,FA=4003766",1.0,1000003.0,2000947.0,3001542.0,4003766.0,57.0,7
8031507.0,1XG0,A:1-76,Q00433,53-128,8043885.0,1XG0,A:1-76,Q00433,53-128,"TP=1,CL=1000003,CF=2000947,SF=3001542,FA=4002647",1.0,1000003.0,2000947.0,3001542.0,4002647.0,75.0,7
